Año,INSTITUCION,% Deserción,INSTITUCION_LATITUDE,INSTITUCION_LONGITUD
2017,INSTITUCION EDUCATIVA EMPRESARIAL Y AGROINDUSTRIAL LOS ANDES,11.532738095238097,5.70906344,-72.93210669
2017,INSTITUCION EDUCATIVA FRANCISCO DE PAULA SANTANDER,5.933429811866859,5.72067174,-72.9245456
2017,INSTITUCION EDUCATIVA INTEGRADA MARCO ANTONIO QUIJANO RICO,6.962025316455696,5.66525761,-72.88858632
2017,INSTITUCION EDUCATIVA INTEGRADO JOAQUIN GONZALEZ CAMARGO,6.48951048951049,5.71504638,-72.93608788
2017,INSTITUCION EDUCATIVA LA INDEPENDENCIA,5.964912280701754,5.65464661,-72.93558742
2017,INSTITUCION EDUCATIVA LOS LIBERTADORES,5.797901711761458,5.72447061,-72.9373046
2017,INSTITUCION EDUCATIVA MAGDALENA,5.095962938451357,5.7166989,-72.94370468
2017,INSTITUCION EDUCATIVA NUEVA GRANADA,21.48148148148148,5.723033331,-72.93440694
2017,INSTITUCION EDUCATIVA POLITECNICO ALVARO GONZALEZ SANTANA,5.033557046979865,5.70472631,-72.94317296
2017,INSTITUCION EDUCATIVA RAFAEL GUTIERREZ GIRARDOT,9.67741935483871,5.66652829,-72.92950943
2017,INSTITUCION EDUCATIVA SILVESTRE ARENAS,6.908171861836562,5.68939014,-72.94776401
2017,INSTITUCION EDUCATIVA TECNICA BELLAS ARTES,9.375,5.71458352,-72.93943304
2017,INSTITUCION EDUCATIVA TECNICA INDUSTRIAL GUSTAVO JIMENEZ,4.483695652173913,5.75943035,-72.90539833
2017,INSTITUCION EDUCATIVA TECNICO SAN MARTIN DE TOURS,12.852664576802509,5.71634364,-72.92501073
2017,INSTITUTO DE EDUCACION FORMAL COMFABOY,1.444043321299639,5.715887661,-72.92654354
2017,INSTITUTO POLITECNICO JOSE CELESTINO MUTIS,42.10526315789473,5.716401302,-72.92742941
2017,INSTITUTO SAN MARTIN,23.91304347826087,5.714840604,-72.93236042
2017,INSTIUCION EDUCATIVA NUESTRA SEÑORA DE MORCA,5.621301775147929,5.72207519,-72.89166983
2017,JARDIN DE BARNEY,1.1235955056179776,5.714374089,-72.93328385
2017,JARDIN INFANTIL KINDER MARTICA,3.0303030303030303,5.729814493,-72.91873981
2017,JARDIN INFANTIL MANITAS CREATIVAS,9.090909090909092,5.719474969,-72.93025072
2017,JARDÍN INFANTIL PEDAGÓGICO,20.930232558139537,5.7238365,-72.92410187
2017,LICEO ANGLO AMERICANO,8.849557522123893,5.728058353,-72.92701841
2017,LICEO CAMPESTRE EL MUNDO QUE SOÑE S.A.S,8.695652173913043,5.716516685,-72.9311379
2017,LICEO COLOMBO ANDINO,2.572347266881029,5.720742171,-72.92927719
2017,LICEO COOPERATIVO CAMPESTRE,2.414486921529175,5.700979918,-72.92407606
2017,LICEO DE APRESTAMIENTO ESCOLAR INFANTIL AEI,0.0,5.742415872,-72.91472752
2017,LICEO GABRIELA MISTRAL,0.0,5.714955514,-72.93780224
2017,LICEO INFANTIL SAN MIGUEL ARCANGEL,100.0,5.704936945,-72.92192857
2017,LICEO LA PRESENTACION SOGAMOSO,2.0664869721473496,5.719042672,-72.9395699
2017,LICEO PELDAÑOS,0.0,5.71980808,-72.92262766
2017,LICEO SAN FERNANDO,4.395604395604396,5.719814479,-72.9283044
2017,LICEO SAN NICOLAS DE TOLENTINO,3.6613272311212817,5.729902583,-72.91654868
2017,LICEO SANTO ÁNGEL,1.694915254237288,5.721966093,-72.92095634
2018,ANGLO SCHOOL DIVINO SALVADOR,0.0,5.656896882,-72.96245346
2018,CARITAS FELICES HIGH SCHOOL,35.714285714285715,5.70852068,-72.94231463
2018,CENTRO DE DESARROLLO HUMANO CEDHU,1.950354609929078,5.727487272,-72.91756557
2018,COLEGIO ACUARELA CAMPESTRE,3.9215686274509802,5.730212985,-72.91795212
2018,COLEGIO ALEJANDRO DE HUMBOLDT,3.571428571428571,5.705905456,-72.93141246
2018,COLEGIO BASICO PESTALOZZI,1.8072289156626504,5.708635258,-72.9300768
2018,COLEGIO CELCO,2.564102564102564,5.72353309,-72.92434841
2018,COLEGIO CELESTIN FREINET,2.8169014084507045,5.719746773,-72.92994858
2018,COLEGIO CIUDAD DEL SOL,2.0044543429844097,5.715408077,-72.93163362
2018,COLEGIO COMERCIAL ADVENTISTA DE SOGAMOSO CADES,5.88235294117647,5.721328674,-72.92831918
2018,COLEGIO COOPERATIVO REYES PATRIA,4.426787741203178,5.727687999,-72.92028691
2018,COLEGIO DE EDUCACION FORMAL FLEXIBLE SAN MATEO,15.59633027522936,5.715936476,-72.92788518
2018,COLEGIO ECOLOGICO DEL NORTE,4.0,5.738007866,-72.91023069
2018,COLEGIO LA RANA RENE,25.49019607843137,5.718583976,-72.9238786
2018,COLEGIO MILITAR INOCENCIO CHINCA,35.39823008849557,5.727239975,-72.92707888
2018,COLEGIO NUESTRA SEÑORA DEL ROSARIO,1.3011152416356877,5.71946,-72.9228157
2018,COLEGIO PSICOPEDAGÓGICO DE SOGAMOSO,4.123711340206185,5.723353205,-72.92149567
2018,COLEGIO SAN JOSE,10.144927536231885,5.7204461,-72.93062463
2018,COLEGIO SAN PABLO APOSTOL,3.79746835443038,5.719634768,-72.93092505
2018,COLEGIO SANTA CATALINA,4.761904761904762,5.710533981,-72.9380581
2018,COLEGIO SANTO DOMINGO,3.9473684210526314,5.72284793,-72.94035325
2018,COLEGIO SUAMOX,23.456790123456788,5.721883689,-72.92163758
2018,COLEGIO UNICAB VIRTUAL,33.177570093457945,5.720373875,-72.9305891
2018,EL TALLER DE WINNIE POO,0.0,5.727116277,-72.91983898
2018,FRIEDRICH FROBEL COUNTRY SCHOOL,11.494252873563218,5.685059517,-72.9549741
2018,GIMNASIO MODERNO,5.405405405405405,5.722947772,-72.92855628
2018,GIMNASIO MODERNO MONTESSORI,15.0,5.728421472,-72.92027502
2018,INSTITUCION EDUCATIVA ANTONIO NARIÑO,44.927536231884055,5.719343915,-72.93165071
2018,INSTITUCION EDUCATIVA COLEGIO DE SUGAMUXI,4.131054131054131,5.70323136,-72.92780834
2018,INSTITUCION EDUCATIVA COLEGIO EMPRESARIAL DE BOYACA,55.10204081632652,5.716632154,-72.92435427
2018,INSTITUCION EDUCATIVA EL CRUCERO,3.343465045592705,5.61973902,-72.90691501
2018,INSTITUCION EDUCATIVA EMPRESARIAL Y AGROINDUSTRIAL LOS ANDES,33.58725761772853,5.70906344,-72.93210669
2018,INSTITUCION EDUCATIVA FRANCISCO DE PAULA SANTANDER,9.024745269286754,5.72067174,-72.9245456
2018,INSTITUCION EDUCATIVA INTEGRADA MARCO ANTONIO QUIJANO RICO,3.5143769968051117,5.66525761,-72.88858632
2018,INSTITUCION EDUCATIVA INTEGRADO JOAQUIN GONZALEZ CAMARGO,5.214205186020293,5.71504638,-72.93608788
2018,INSTITUCION EDUCATIVA LA INDEPENDENCIA,6.529209621993128,5.65464661,-72.93558742
2018,INSTITUCION EDUCATIVA LOS LIBERTADORES,16.27179257934734,5.72447061,-72.9373046
2018,INSTITUCION EDUCATIVA MAGDALENA,9.671419714817112,5.7166989,-72.94370468
2018,INSTITUCION EDUCATIVA NUEVA GRANADA,37.00787401574803,5.723033331,-72.93440694
2018,INSTITUCION EDUCATIVA POLITECNICO ALVARO GONZALEZ SANTANA,3.92318244170096,5.70472631,-72.94317296
2018,INSTITUCION EDUCATIVA RAFAEL GUTIERREZ GIRARDOT,12.654320987654321,5.66652829,-72.92950943
2018,INSTITUCION EDUCATIVA SILVESTRE ARENAS,21.8595450049456,5.68939014,-72.94776401
2018,INSTITUCION EDUCATIVA TECNICA BELLAS ARTES,6.36042402826855,5.71458352,-72.93943304
2018,INSTITUCION EDUCATIVA TECNICA INDUSTRIAL GUSTAVO JIMENEZ,5.212831585441085,5.75943035,-72.90539833
2018,INSTITUCION EDUCATIVA TECNICO SAN MARTIN DE TOURS,5.629139072847682,5.71634364,-72.92501073
2018,INSTITUTO DE EDUCACION FORMAL COMFABOY,3.007518796992481,5.715887661,-72.92654354
2018,INSTITUTO POLITECNICO JOSE CELESTINO MUTIS,19.11764705882353,5.716401302,-72.92742941
2018,INSTITUTO SAN MARTIN,46.875,5.714840604,-72.93236042
2018,INSTIUCION EDUCATIVA NUESTRA SEÑORA DE MORCA,4.335260115606936,5.72207519,-72.89166983
2018,JARDIN DE BARNEY,3.5294117647058822,5.714374089,-72.93328385
2018,JARDIN INFANTIL KINDER MARTICA,0.0,5.729814493,-72.91873981
2018,JARDIN INFANTIL MANITAS CREATIVAS,0.0,5.719474969,-72.93025072
2018,JARDIN INFANTIL RAYITO DE SOL,0.0,5.716774858,-72.91667616
2018,JARDÍN INFANTIL PEDAGÓGICO,7.6923076923076925,5.7238365,-72.92410187
2018,LICEO ANGLO AMERICANO,3.3333333333333335,5.728058353,-72.92701841
2018,LICEO CAMPESTRE EL MUNDO QUE SOÑE S.A.S,5.263157894736842,5.716516685,-72.9311379
2018,LICEO COLOMBO ANDINO,2.430555555555556,5.720742171,-72.92927719
2018,LICEO COOPERATIVO CAMPESTRE,3.696098562628337,5.700979918,-72.92407606
2018,LICEO EL CASTILLO DEL SABER,0.0,5.740493168,-72.9149245
2018,LICEO GABRIELA MISTRAL,0.0,5.714955514,-72.93780224
2018,LICEO INFANTIL IRACA,17.647058823529413,5.717848565,-72.92977579
2018,LICEO INFANTIL SAN MIGUEL ARCANGEL,0.0,5.704936945,-72.92192857
2018,LICEO LA PRESENTACION SOGAMOSO,2.091254752851711,5.719042672,-72.9395699
2018,LICEO PELDAÑOS,12.82051282051282,5.71980808,-72.92262766
2018,LICEO SAN FERNANDO,0.9900990099009901,5.719814479,-72.9283044
2018,LICEO SAN NICOLAS DE TOLENTINO,3.557312252964427,5.729902583,-72.91654868
2018,LICEO SANTO ÁNGEL,10.344827586206897,5.721966093,-72.92095634
2018,NIELS BOHR SCHOOL,0.0,5.716160969,-72.93708624
2019,ANGLO SCHOOL DIVINO SALVADOR,2.3255813953488373,5.656896882,-72.96245346
2019,CARITAS FELICES HIGH SCHOOL,0.0,5.70852068,-72.94231463
2019,CENTRO DE DESARROLLO HUMANO CEDHU,2.772963604852686,5.727487272,-72.91756557
2019,COLEGIO ACUARELA CAMPESTRE,1.3888888888888888,5.730212985,-72.91795212
2019,COLEGIO ALEJANDRO DE HUMBOLDT,2.722323049001815,5.705905456,-72.93141246
2019,COLEGIO BASICO PESTALOZZI,3.6458333333333335,5.708635258,-72.9300768
2019,COLEGIO CELCO,2.3605150214592276,5.72353309,-72.92434841
2019,COLEGIO CELESTIN FREINET,0.0,5.719746773,-72.92994858
2019,COLEGIO CIUDAD DEL SOL,2.3255813953488373,5.715408077,-72.93163362
2019,COLEGIO COMERCIAL ADVENTISTA DE SOGAMOSO CADES,2.3529411764705883,5.721328674,-72.92831918
2019,COLEGIO COOPERATIVO REYES PATRIA,1.726121979286536,5.727687999,-72.92028691
2019,COLEGIO DE EDUCACION FORMAL FLEXIBLE SAN MATEO,2.2222222222222223,5.715936476,-72.92788518
2019,COLEGIO ECOLOGICO DEL NORTE,3.225806451612903,5.738007866,-72.91023069
2019,COLEGIO LA RANA RENE,0.0,5.718583976,-72.9238786
2019,COLEGIO MILITAR INOCENCIO CHINCA,11.864406779661017,5.727239975,-72.92707888
2019,COLEGIO NUESTRA SEÑORA DEL ROSARIO,1.675977653631285,5.71946,-72.9228157
2019,COLEGIO PSICOPEDAGÓGICO DE SOGAMOSO,2.5316455696202533,5.723353205,-72.92149567
2019,COLEGIO SAN JOSE,5.47945205479452,5.7204461,-72.93062463
2019,COLEGIO SAN PABLO APOSTOL,3.4482758620689653,5.719634768,-72.93092505
2019,COLEGIO SANTA CATALINA,4.301075268817205,5.710533981,-72.9380581
2019,COLEGIO SANTO DOMINGO,1.7241379310344827,5.72284793,-72.94035325
2019,COLEGIO SUAMOX,0.0,5.721883689,-72.92163758
2019,COLEGIO UNICAB VIRTUAL,23.2520325203252,5.720373875,-72.9305891
2019,EL TALLER DE WINNIE POO,0.0,5.727116277,-72.91983898
2019,FRIEDRICH FROBEL COUNTRY SCHOOL,4.395604395604396,5.685059517,-72.9549741
2019,GIMNASIO MODERNO,6.666666666666667,5.722947772,-72.92855628
2019,GIMNASIO MODERNO MONTESSORI,100.0,5.728421472,-72.92027502
2019,INSTITUCION EDUCATIVA ANTONIO NARIÑO,3.5294117647058822,5.719343915,-72.93165071
2019,INSTITUCION EDUCATIVA COLEGIO DE SUGAMUXI,4.621435594886923,5.70323136,-72.92780834
2019,INSTITUCION EDUCATIVA COLEGIO EMPRESARIAL DE BOYACA,0.0,5.716632154,-72.92435427
2019,INSTITUCION EDUCATIVA EL CRUCERO,3.3639143730886847,5.61973902,-72.90691501
2019,INSTITUCION EDUCATIVA EMPRESARIAL Y AGROINDUSTRIAL LOS ANDES,29.24872355944566,5.70906344,-72.93210669
2019,INSTITUCION EDUCATIVA FRANCISCO DE PAULA SANTANDER,5.958549222797927,5.72067174,-72.9245456
2019,INSTITUCION EDUCATIVA INTEGRADA MARCO ANTONIO QUIJANO RICO,6.270627062706271,5.66525761,-72.88858632
2019,INSTITUCION EDUCATIVA INTEGRADO JOAQUIN GONZALEZ CAMARGO,5.351551380586393,5.71504638,-72.93608788
2019,INSTITUCION EDUCATIVA LA INDEPENDENCIA,3.873239436619718,5.65464661,-72.93558742
2019,INSTITUCION EDUCATIVA LOS LIBERTADORES,31.552511415525114,5.72447061,-72.9373046
2019,INSTITUCION EDUCATIVA MAGDALENA,9.74155069582505,5.7166989,-72.94370468
2019,INSTITUCION EDUCATIVA NUEVA GRANADA,3.3057851239669422,5.723033331,-72.93440694
2019,INSTITUCION EDUCATIVA POLITECNICO ALVARO GONZALEZ SANTANA,1.610624470189319,5.70472631,-72.94317296
2019,INSTITUCION EDUCATIVA RAFAEL GUTIERREZ GIRARDOT,7.006369426751593,5.66652829,-72.92950943
2019,INSTITUCION EDUCATIVA SILVESTRE ARENAS,3.8018433179723505,5.68939014,-72.94776401
2019,INSTITUCION EDUCATIVA TECNICA BELLAS ARTES,7.051282051282051,5.71458352,-72.93943304
2019,INSTITUCION EDUCATIVA TECNICA INDUSTRIAL GUSTAVO JIMENEZ,3.4124629080118694,5.75943035,-72.90539833
2019,INSTITUCION EDUCATIVA TECNICO SAN MARTIN DE TOURS,7.428571428571429,5.71634364,-72.92501073
2019,INSTITUTO DE EDUCACION FORMAL COMFABOY,1.6666666666666667,5.715887661,-72.92654354
2019,INSTITUTO POLITECNICO JOSE CELESTINO MUTIS,8.88888888888889,5.716401302,-72.92742941
2019,INSTITUTO SAN MARTIN,3.9215686274509802,5.714840604,-72.93236042
2019,INSTIUCION EDUCATIVA NUESTRA SEÑORA DE MORCA,15.19756838905775,5.72207519,-72.89166983
2019,JARDIN DE BARNEY,1.1627906976744187,5.714374089,-72.93328385
2019,JARDIN INFANTIL ECO DE SONRISAS,0.0,5.737258386,-72.91674117
2019,JARDIN INFANTIL KINDER MARTICA,1.7241379310344827,5.729814493,-72.91873981
2019,JARDIN INFANTIL PEQUEÑOS SABIOS,0.0,5.713899012,-72.93430771
2019,JARDÍN INFANTIL PEDAGÓGICO,0.0,5.7238365,-72.92410187
2019,JUAN PABLO II,1.1235955056179776,5.725011018,-72.92408002
2019,LICEO ANGLO AMERICANO,3.8461538461538463,5.728058353,-72.92701841
2019,LICEO CAMPESTRE EL MUNDO QUE SOÑE S.A.S,2.5,5.716516685,-72.9311379
2019,LICEO COLOMBO ANDINO,3.558718861209965,5.720742171,-72.92927719
2019,LICEO COOPERATIVO CAMPESTRE,0.43668122270742354,5.700979918,-72.92407606
2019,LICEO EL CASTILLO DEL SABER,47.05882352941176,5.740493168,-72.9149245
2019,LICEO GABRIELA MISTRAL,5.714285714285714,5.714955514,-72.93780224
2019,LICEO INFANTIL IRACA,20.0,5.717848565,-72.92977579
2019,LICEO LA PRESENTACION SOGAMOSO,1.2871287128712872,5.719042672,-72.9395699
2019,LICEO PASOS AL FUTURO S.A.S,0.0,5.713313924,-72.94068697
2019,LICEO PELDAÑOS,3.125,5.71980808,-72.92262766
2019,LICEO SAN FERNANDO,3.571428571428571,5.719814479,-72.9283044
2019,LICEO SAN NICOLAS DE TOLENTINO,4.316546762589928,5.729902583,-72.91654868
2019,LICEO SANTO ÁNGEL,2.272727272727273,5.721966093,-72.92095634
2019,NIELS BOHR SCHOOL,14.285714285714285,5.716160969,-72.93708624
2020,ANGLO SCHOOL DIVINO SALVADOR,16.666666666666664,5.656896882,-72.96245346
2020,CARITAS FELICES HIGH SCHOOL,0.0,5.70852068,-72.94231463
2020,CENTRO DE DESARROLLO HUMANO CEDHU,2.2181146025878005,5.727487272,-72.91756557
2020,COLEGIO ACUARELA CAMPESTRE,4.166666666666666,5.730212985,-72.91795212
2020,COLEGIO ALEJANDRO DE HUMBOLDT,4.204753199268739,5.705905456,-72.93141246
2020,COLEGIO BASICO PESTALOZZI,1.5151515151515151,5.708635258,-72.9300768
2020,COLEGIO CELCO,2.589641434262948,5.72353309,-72.92434841
2020,COLEGIO CELESTIN FREINET,1.8867924528301887,5.719746773,-72.92994858
2020,COLEGIO CIUDAD DEL SOL,0.9009009009009009,5.715408077,-72.93163362
2020,COLEGIO COMERCIAL ADVENTISTA DE SOGAMOSO CADES,4.651162790697675,5.721328674,-72.92831918
2020,COLEGIO COOPERATIVO REYES PATRIA,1.2687427912341407,5.727687999,-72.92028691
2020,COLEGIO DE EDUCACION FORMAL FLEXIBLE SAN MATEO,3.225806451612903,5.715936476,-72.92788518
2020,COLEGIO ECOLOGICO DEL NORTE,4.0,5.738007866,-72.91023069
2020,COLEGIO MILITAR INOCENCIO CHINCA,7.03125,5.727239975,-72.92707888
2020,COLEGIO NUESTRA SEÑORA DEL ROSARIO,1.7953321364452424,5.71946,-72.9228157
2020,COLEGIO PSICOPEDAGÓGICO DE SOGAMOSO,4.166666666666666,5.723353205,-72.92149567
2020,COLEGIO SAN JOSE,4.0,5.7204461,-72.93062463
2020,COLEGIO SAN PABLO APOSTOL,10.714285714285714,5.719634768,-72.93092505
2020,COLEGIO SANTA CATALINA,3.225806451612903,5.710533981,-72.9380581
2020,COLEGIO SANTO DOMINGO,6.666666666666667,5.72284793,-72.94035325
2020,COLEGIO SUAMOX,1.5625,5.721883689,-72.92163758
2020,COLEGIO UNICAB VIRTUAL,17.92452830188679,5.720373875,-72.9305891
2020,EL TALLER DE WINNIE POO,7.142857142857142,5.727116277,-72.91983898
2020,FRIEDRICH FROBEL COUNTRY SCHOOL,10.204081632653061,5.685059517,-72.9549741
2020,GIMNASIO MODERNO,18.6046511627907,5.722947772,-72.92855628
2020,GIMNASIO MODERNO MONTESSORI,6.0,5.728421472,-72.92027502
2020,INSTITUCION EDUCATIVA ANTONIO NARIÑO,5.978260869565218,5.719343915,-72.93165071
2020,INSTITUCION EDUCATIVA COLEGIO DE SUGAMUXI,3.5017508754377187,5.70323136,-72.92780834
2020,INSTITUCION EDUCATIVA COLEGIO EMPRESARIAL DE BOYACA,0.0,5.716632154,-72.92435427
2020,INSTITUCION EDUCATIVA EL CRUCERO,1.8518518518518516,5.61973902,-72.90691501
2020,INSTITUCION EDUCATIVA EMPRESARIAL Y AGROINDUSTRIAL LOS ANDES,5.549626467449306,5.70906344,-72.93210669
2020,INSTITUCION EDUCATIVA FRANCISCO DE PAULA SANTANDER,5.238828967642527,5.72067174,-72.9245456
2020,INSTITUCION EDUCATIVA INTEGRADA MARCO ANTONIO QUIJANO RICO,1.5444015444015444,5.66525761,-72.88858632
2020,INSTITUCION EDUCATIVA INTEGRADO JOAQUIN GONZALEZ CAMARGO,2.6147588611272514,5.71504638,-72.93608788
2020,INSTITUCION EDUCATIVA LA INDEPENDENCIA,1.8726591760299627,5.65464661,-72.93558742
2020,INSTITUCION EDUCATIVA LOS LIBERTADORES,6.7164179104477615,5.72447061,-72.9373046
2020,INSTITUCION EDUCATIVA MAGDALENA,4.369854338188727,5.7166989,-72.94370468
2020,INSTITUCION EDUCATIVA NUEVA GRANADA,5.932203389830509,5.723033331,-72.93440694
2020,INSTITUCION EDUCATIVA POLITECNICO ALVARO GONZALEZ SANTANA,1.9278435692646656,5.70472631,-72.94317296
2020,INSTITUCION EDUCATIVA RAFAEL GUTIERREZ GIRARDOT,3.1620553359683794,5.66652829,-72.92950943
2020,INSTITUCION EDUCATIVA SILVESTRE ARENAS,5.89622641509434,5.68939014,-72.94776401
2020,INSTITUCION EDUCATIVA TECNICA BELLAS ARTES,9.415584415584416,5.71458352,-72.93943304
2020,INSTITUCION EDUCATIVA TECNICA INDUSTRIAL GUSTAVO JIMENEZ,3.5725477906612344,5.75943035,-72.90539833
2020,INSTITUCION EDUCATIVA TECNICO SAN MARTIN DE TOURS,2.8089887640449436,5.71634364,-72.92501073
2020,INSTITUTO DE EDUCACION FORMAL COMFABOY,2.4691358024691357,5.715887661,-72.92654354
2020,INSTITUTO POLITECNICO JOSE CELESTINO MUTIS,1.36986301369863,5.716401302,-72.92742941
2020,INSTITUTO SAN MARTIN,1.4492753623188406,5.714840604,-72.93236042
2020,INSTIUCION EDUCATIVA NUESTRA SEÑORA DE MORCA,5.177993527508091,5.72207519,-72.89166983
2020,JARDIN DE BARNEY,0.0,5.714374089,-72.93328385
2020,JARDIN INFANTIL ECO DE SONRISAS,28.57142857142857,5.737258386,-72.91674117
2020,JARDIN INFANTIL KINDER MARTICA,3.7037037037037033,5.729814493,-72.91873981
2020,JARDÍN INFANTIL PEDAGÓGICO,10.0,5.7238365,-72.92410187
2020,JUAN PABLO II,0.9174311926605505,5.725011018,-72.92408002
2020,LICEO ANGLO AMERICANO,3.896103896103896,5.728058353,-72.92701841
2020,LICEO CAMPESTRE EL MUNDO QUE SOÑE S.A.S,5.063291139240507,5.716516685,-72.9311379
2020,LICEO COLOMBO ANDINO,2.527075812274368,5.720742171,-72.92927719
2020,LICEO COOPERATIVO CAMPESTRE,1.282051282051282,5.700979918,-72.92407606
2020,LICEO EL CASTILLO DEL SABER,0.0,5.740493168,-72.9149245
2020,LICEO GABRIELA MISTRAL,5.88235294117647,5.714955514,-72.93780224
2020,LICEO INFANTIL IRACA,0.0,5.717848565,-72.92977579
2020,LICEO LA PRESENTACION SOGAMOSO,1.8259935553168638,5.719042672,-72.9395699
2020,LICEO PASOS AL FUTURO S.A.S,5.88235294117647,5.713313924,-72.94068697
2020,LICEO PELDAÑOS,3.9473684210526314,5.71980808,-72.92262766
2020,LICEO SAN FERNANDO,3.8461538461538463,5.719814479,-72.9283044
2020,LICEO SAN NICOLAS DE TOLENTINO,6.329113924050633,5.729902583,-72.91654868
2020,LICEO SANTO ÁNGEL,3.7735849056603774,5.721966093,-72.92095634
2021,ANGLO SCHOOL DIVINO SALVADOR,13.461538461538462,5.656896882,-72.96245346
2021,CARITAS FELICES HIGH SCHOOL,0.0,5.70852068,-72.94231463
2021,CENTRO DE DESARROLLO HUMANO CEDHU,3.64963503649635,5.727487272,-72.91756557
2021,COLEGIO ACUARELA CAMPESTRE,9.45945945945946,5.730212985,-72.91795212
2021,COLEGIO ALEJANDRO DE HUMBOLDT,4.022988505747127,5.705905456,-72.93141246
2021,COLEGIO BASICO PESTALOZZI,0.0,5.708635258,-72.9300768
2021,COLEGIO CELCO,3.377110694183865,5.72353309,-72.92434841
2021,COLEGIO CELESTIN FREINET,9.803921568627452,5.719746773,-72.92994858
2021,COLEGIO CIUDAD DEL SOL,0.75,5.715408077,-72.93163362
2021,COLEGIO COMERCIAL ADVENTISTA DE SOGAMOSO CADES,5.844155844155844,5.721328674,-72.92831918
2021,COLEGIO COOPERATIVO REYES PATRIA,4.368932038834951,5.727687999,-72.92028691
2021,COLEGIO DE EDUCACION FORMAL FLEXIBLE SAN MATEO,2.564102564102564,5.715936476,-72.92788518
2021,COLEGIO ECOLOGICO DEL NORTE,0.0,5.738007866,-72.91023069
2021,COLEGIO MILITAR INOCENCIO CHINCA,7.339449541284404,5.727239975,-72.92707888
2021,COLEGIO NUESTRA SEÑORA DEL ROSARIO,1.520912547528517,5.71946,-72.9228157
2021,COLEGIO PSICOPEDAGÓGICO DE SOGAMOSO,2.380952380952381,5.723353205,-72.92149567
2021,COLEGIO SAN JOSE,12.5,5.7204461,-72.93062463
2021,COLEGIO SAN PABLO APOSTOL,5.0,5.719634768,-72.93092505
2021,COLEGIO SANTA CATALINA,2.666666666666667,5.710533981,-72.9380581
2021,COLEGIO SANTO DOMINGO,1.1235955056179776,5.72284793,-72.94035325
2021,COLEGIO SUAMOX,2.941176470588235,5.721883689,-72.92163758
2021,COLEGIO UNICAB VIRTUAL,30.026572187776797,5.720373875,-72.9305891
2021,EL TALLER DE WINNIE POO,5.88235294117647,5.727116277,-72.91983898
2021,FRIEDRICH FROBEL COUNTRY SCHOOL,8.433734939759036,5.685059517,-72.9549741
2021,GIMNASIO MODERNO,11.11111111111111,5.722947772,-72.92855628
2021,GIMNASIO MODERNO MONTESSORI,4.938271604938271,5.728421472,-72.92027502
2021,INSTITUCION EDUCATIVA ANTONIO NARIÑO,1.5197568389057752,5.719343915,-72.93165071
2021,INSTITUCION EDUCATIVA COLEGIO DE SUGAMUXI,4.815724815724816,5.70323136,-72.92780834
2021,INSTITUCION EDUCATIVA COLEGIO EMPRESARIAL DE BOYACA,3.4482758620689653,5.716632154,-72.92435427
2021,INSTITUCION EDUCATIVA EL CRUCERO,3.183023872679045,5.61973902,-72.90691501
2021,INSTITUCION EDUCATIVA EMPRESARIAL Y AGROINDUSTRIAL LOS ANDES,5.580693815987934,5.70906344,-72.93210669
2021,INSTITUCION EDUCATIVA FRANCISCO DE PAULA SANTANDER,7.704160246533127,5.72067174,-72.9245456
2021,INSTITUCION EDUCATIVA INTEGRADA MARCO ANTONIO QUIJANO RICO,2.7586206896551726,5.66525761,-72.88858632
2021,INSTITUCION EDUCATIVA INTEGRADO JOAQUIN GONZALEZ CAMARGO,5.7184395444632905,5.71504638,-72.93608788
2021,INSTITUCION EDUCATIVA LA INDEPENDENCIA,4.980842911877394,5.65464661,-72.93558742
2021,INSTITUCION EDUCATIVA LOS LIBERTADORES,3.911806543385491,5.72447061,-72.9373046
2021,INSTITUCION EDUCATIVA MAGDALENA,5.303476723629935,5.7166989,-72.94370468
2021,INSTITUCION EDUCATIVA NUEVA GRANADA,5.161290322580645,5.723033331,-72.93440694
2021,INSTITUCION EDUCATIVA POLITECNICO ALVARO GONZALEZ SANTANA,2.601233574684902,5.70472631,-72.94317296
2021,INSTITUCION EDUCATIVA RAFAEL GUTIERREZ GIRARDOT,0.881057268722467,5.66652829,-72.92950943
2021,INSTITUCION EDUCATIVA SILVESTRE ARENAS,5.202312138728324,5.68939014,-72.94776401
2021,INSTITUCION EDUCATIVA TECNICA BELLAS ARTES,5.604203152364273,5.71458352,-72.93943304
2021,INSTITUCION EDUCATIVA TECNICA INDUSTRIAL GUSTAVO JIMENEZ,3.3620946146980066,5.75943035,-72.90539833
2021,INSTITUCION EDUCATIVA TECNICO SAN MARTIN DE TOURS,7.803468208092486,5.71634364,-72.92501073
2021,INSTITUTO DE EDUCACION FORMAL COMFABOY,3.686635944700461,5.715887661,-72.92654354
2021,INSTITUTO POLITECNICO JOSE CELESTINO MUTIS,6.41025641025641,5.716401302,-72.92742941
2021,INSTITUTO SAN MARTIN,2.8169014084507045,5.714840604,-72.93236042
2021,INSTIUCION EDUCATIVA NUESTRA SEÑORA DE MORCA,4.45859872611465,5.72207519,-72.89166983
2021,JARDIN DE BARNEY,0.0,5.714374089,-72.93328385
2021,JARDIN INFANTIL ECO DE SONRISAS,0.0,5.737258386,-72.91674117
2021,JARDIN INFANTIL KINDER MARTICA,3.125,5.729814493,-72.91873981
